OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,DECADES,Shape__Area,Shape__Length,Containment_Duration,Month,Decade,C_METHOD_DESCRIPTION,CAUSE_DESCRIPTION
1741,2019,CA,USF,MDF,NORTH,00000738,2019-08-29 00:00:00+00:00,2019-09-09 00:00:00+00:00,1.0,1.0,1.0,28.25829,2010.0,205238.82421875,3171.69994031558,264.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
1742,2019,CA,USF,MDF,TELEPHONE,00000762,2019-08-31 00:00:00+00:00,2019-09-08 00:00:00+00:00,1.0,1.0,1.0,25.456,2010.0,185085.37109375,3007.15382838447,192.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
1743,2019,CA,USF,MNF,HAYNES,00000246,2019-06-16 00:00:00+00:00,2019-09-23 00:00:00+00:00,1.0,8.0,1.0,23.59244,2010.0,163223.140625,2273.09216805918,2376.0,6,2010,Fire Shelter Deployment (Emergency Only),Lightning
1744,2019,CA,USF,MNF,HENTHORNE,00000485,2019-09-05 00:00:00+00:00,2019-10-31 00:00:00+00:00,1.0,8.0,1.0,244.665,2010.0,1689676.28125,8372.44486483905,1344.0,9,2010,Fire Shelter Deployment (Emergency Only),Lightning
1745,2019,CA,USF,MNF,EAST,00000241,2019-09-05 00:00:00+00:00,2019-09-23 00:00:00+00:00,1.0,8.0,1.0,400.7328,2010.0,2773247.1875,11352.471291368,432.0,9,2010,Fire Shelter Deployment (Emergency Only),Lightning
1746,2019,CA,USF,MDF,GOOSE,00000059,2019-03-14 00:00:00+00:00,2019-04-01 00:00:00+00:00,1.0,6.0,1.0,22.74746,2010.0,166751.31640625,1752.41485892878,432.0,3,2010,Natural Barriers (Using Terrain Features),Lightning
1747,2019,CA,CDF,BDU,HILLSIDE,00017550,2019-10-31 00:00:00+00:00,2019-11-05 00:00:00+00:00,9.0,1.0,1.0,172.7908,2010.0,1024331.0703125,7788.93353943462,120.0,10,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1748,2019,CA,USF,BDF,BAUTISTA,00014540,2019-09-15 00:00:00+00:00,2019-09-23 00:00:00+00:00,2.0,1.0,1.0,166.2591,2010.0,973212.796875,6209.09136056325,192.0,9,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1749,2019,CA,USF,SQF,RIVER,00002443,2019-10-18 00:00:00+00:00,2019-10-20 00:00:00+00:00,9.0,6.0,1.0,29.21961,2010.0,178695.54296875,2136.74284058176,48.0,10,2010,Natural Barriers (Using Terrain Features),Miscellaneous
1750,2019,CA,USF,SQF,CATTLE,00002317,2019-10-05 00:00:00+00:00,2019-10-15 00:00:00+00:00,9.0,6.0,1.0,92.24609,2010.0,563887.35546875,3109.94650612919,240.0,10,2010,Natural Barriers (Using Terrain Features),Miscellaneous
1751,2019,CA,USF,SQF,BALD,00000989,2019-06-17 00:00:00+00:00,2019-07-22 00:00:00+00:00,1.0,6.0,1.0,22.09721,2010.0,137177.42578125,1450.07838270119,840.0,6,2010,Natural Barriers (Using Terrain Features),Lightning
1752,2019,CA,USF,SQF,SCHAEFFER,00002089,2019-09-08 00:00:00+00:00,2019-12-06 00:00:00+00:00,1.0,6.0,1.0,287.1784,2010.0,1781151.703125,5904.23209465504,2136.0,9,2010,Natural Barriers (Using Terrain Features),Lightning
1753,2019,CA,USF,SQF,BRODER,00001708,2019-08-08 00:00:00+00:00,2019-11-25 00:00:00+00:00,1.0,6.0,1.0,328.0544,2010.0,2041039.16015625,13268.0286620811,2616.0,8,2010,Natural Barriers (Using Terrain Features),Lightning
1754,2019,CA,USF,SQF,LOST,00000990,2019-06-18 00:00:00+00:00,2019-07-29 00:00:00+00:00,1.0,6.0,1.0,121.2937,2010.0,752677.1953125,3737.56375328578,984.0,6,2010,Natural Barriers (Using Terrain Features),Lightning
1755,2019,CA,USF,SHF,BRADLEY,00000359,2019-05-08 00:00:00+00:00,2019-05-17 00:00:00+00:00,5.0,8.0,1.0,12.59625,2010.0,90173.140625,1726.31211768379,216.0,5,2010,Fire Shelter Deployment (Emergency Only),Debris Burning
1756,2019,CA,USF,SHF,CAPTAIN,00000724,2019-07-04 00:00:00+00:00,2019-07-14 00:00:00+00:00,9.0,1.0,1.0,17.79216,2010.0,126058.0859375,1662.2556955162,240.0,7,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1757,2019,CA,USF,SHF,CUTTHROAT,00001208,2019-09-05 00:00:00+00:00,2019-09-12 00:00:00+00:00,1.0,3.0,1.0,17.78256,2010.0,125530.32421875,1746.66952587613,168.0,9,2010,Aerial Suppression (Planes & Helicopters),Lightning
1758,2019,CA,USF,SHF,EAGLE,00001548,2019-11-16 00:00:00+00:00,2019-12-02 00:00:00+00:00,9.0,1.0,1.0,10.58598,2010.0,75647.03515625,1647.89668793546,384.0,11,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1759,2019,CA,USF,SHF,MIDDLE,00001196,2019-09-05 00:00:00+00:00,2019-12-03 00:00:00+00:00,1.0,8.0,1.0,1339.595,2010.0,9492952.53515625,20069.2416822559,2136.0,9,2010,Fire Shelter Deployment (Emergency Only),Lightning
1760,2019,CA,USF,SHF,RAMSHORN,00001217,2019-09-05 00:00:00+00:00,2019-10-05 00:00:00+00:00,1.0,3.0,1.0,286.9583,2010.0,2050498.0078125,8250.45828408606,720.0,9,2010,Aerial Suppression (Planes & Helicopters),Lightning
1761,2019,CA,USF,SHF,SOUTH,00001209,2019-09-05 00:00:00+00:00,2019-12-02 00:00:00+00:00,1.0,3.0,1.0,5333.991,2010.0,36952235.1015625,99390.0258406435,2112.0,9,2010,Aerial Suppression (Planes & Helicopters),Lightning
1762,2019,CA,USF,TNF,SUGAR,00000267,2019-05-10 00:00:00+00:00,2019-05-27 00:00:00+00:00,1.0,1.0,1.0,64.90493,2010.0,436922.9140625,3942.81929056292,408.0,5,2010,Direct Attack (Hand Crews & Tools),Lightning
1763,2019,CA,USF,TNF,SIERRA 2,00001305,2019-10-13 00:00:00+00:00,2019-12-17 00:00:00+00:00,9.0,1.0,1.0,20.31682,2010.0,137280.35546875,1841.93830341245,1560.0,10,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1764,2019,CA,USF,STF,ROCK,00001925,2019-11-03 00:00:00+00:00,2019-11-26 00:00:00+00:00,4.0,1.0,1.0,9.93289,2010.0,65421.80859375,1387.01503517189,552.0,11,2010,Direct Attack (Hand Crews & Tools),Campfire
1765,2019,CA,USF,STF,ROSASCO,00001355,2019-05-23 00:00:00+00:00,2019-12-02 00:00:00+00:00,9.0,6.0,1.0,732.4003,2010.0,4783220.5390625,11395.9966306594,4632.0,5,2010,Natural Barriers (Using Terrain Features),Miscellaneous
1766,2019,CA,USF,STF,RUSHING,00002012,2019-11-19 00:00:00+00:00,2019-12-02 00:00:00+00:00,9.0,1.0,1.0,7.903546,2010.0,51727.078125,1397.04346779967,312.0,11,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1767,2019,CA,USF,PNF,WEST,00001438,2019-09-17 00:00:00+00:00,2019-12-01 00:00:00+00:00,1.0,1.0,1.0,88.80357,2010.0,608267.82421875,5678.73322807233,1800.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
1768,2019,CA,USF,PNF,DIXIE,00001344,2019-09-05 00:00:00+00:00,2019-09-22 00:00:00+00:00,1.0,1.0,1.0,16.53279,2010.0,113877.84765625,2286.63620778778,408.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
1769,2019,CA,USF,PNF,GRIZZLEY TUNNEL,00001434,2019-09-16 00:00:00+00:00,2019-09-22 00:00:00+00:00,1.0,1.0,1.0,5.562233,2010.0,38246.15234375,894.013904483042,144.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
1770,2019,CA,USF,PNF,MEADOW,00000576,2019-06-11 00:00:00+00:00,2019-08-12 00:00:00+00:00,1.0,1.0,1.0,46.80063,2010.0,322921.6015625,3394.80173892137,1488.0,6,2010,Direct Attack (Hand Crews & Tools),Lightning
1771,2019,CA,USF,PNF,SNAKE,00000644,2019-06-21 00:00:00+00:00,2019-07-02 00:00:00+00:00,1.0,1.0,1.0,8.897158,2010.0,61413.24609375,1544.98646445754,264.0,6,2010,Direct Attack (Hand Crews & Tools),Lightning
1772,2019,CA,USF,PNF,WALKER,00001324,2019-09-04 00:00:00+00:00,2020-01-15 00:00:00+00:00,9.0,1.0,1.0,54614.9,2010.0,378027378.707031,271202.794103285,3192.0,9,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1773,2019,CA,USF,PNF,CREEK,00001833,2019-11-21 00:00:00+00:00,2019-12-06 00:00:00+00:00,1.0,1.0,1.0,73.55267,2010.0,508493.28125,4212.40670315869,360.0,11,2010,Direct Attack (Hand Crews & Tools),Lightning
1774,2019,CA,USF,SRF,VAN DUZEN,00000614,2019-08-18 00:00:00+00:00,2019-08-25 00:00:00+00:00,7.0,1.0,1.0,21.87162,2010.0,152470.796875,2174.98680038449,168.0,8,2010,Direct Attack (Hand Crews & Tools),Arson
1775,2019,CA,USF,ENF,CAPLES,00030945,2019-10-10 00:00:00+00:00,2019-12-10 00:00:00+00:00,5.0,1.0,1.0,3441.766,2010.0,22905082.1757812,39373.8603051716,1464.0,10,2010,Direct Attack (Hand Crews & Tools),Debris Burning
1776,2019,CA,CDF,RRU,HILL,00139654,2019-10-30 00:00:00+00:00,2019-11-02 00:00:00+00:00,14.0,8.0,1.0,435.9512,2010.0,2574850.00390625,13866.2877306827,72.0,10,2010,Fire Shelter Deployment (Emergency Only),Unknown
1777,2019,CA,USF,SNF,BOWLER,00000721,2019-07-22 00:00:00+00:00,2019-08-01 00:00:00+00:00,1.0,1.0,1.0,36.58765,2010.0,235726.67578125,2730.82971245997,240.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
1778,2019,CA,CCO,LAC,TICK,,2019-10-24 00:00:00+00:00,2019-10-31 00:00:00+00:00,14.0,3.0,1.0,4581.739,2010.0,27336078.6953125,59174.7200961569,168.0,10,2010,Aerial Suppression (Planes & Helicopters),Unknown
1779,2019,CA,NPS,LNP,RED,00004540,2019-08-14 00:00:00+00:00,2019-11-27 00:00:00+00:00,1.0,8.0,2.0,36.58359,2010.0,256263.1015625,3036.82213687594,2520.0,8,2010,Fire Shelter Deployment (Emergency Only),Lightning
1780,2019,CA,NPS,GNP,MUIR 2,00001925,2019-10-24 00:00:00+00:00,2019-10-26 00:00:00+00:00,10.0,1.0,1.0,55.84444,2010.0,363349.7109375,3250.82314063807,48.0,10,2010,Direct Attack (Hand Crews & Tools),Fireworks
1784,2019,CA,NPS,SMP,WENDY,00000558,2019-10-10 00:00:00+00:00,2019-10-14 00:00:00+00:00,14.0,1.0,1.0,80.3277,2010.0,475817.93359375,3685.38674404999,96.0,10,2010,Direct Attack (Hand Crews & Tools),Unknown
1786,2019,CA,LRA,LDF,SADDLE RIDGE,00001582,2019-10-10 00:00:00+00:00,2019-10-31 00:00:00+00:00,14.0,7.0,1.0,8799.325,2010.0,52335530.796875,86547.4078324164,504.0,10,2010,Mop-up (Extinguishing Hot Spots),Unknown
1788,2019,CA,LRA,LDF,GETTY,00001583,2019-10-28 00:00:00+00:00,2019-11-05 00:00:00+00:00,11.0,7.0,1.0,552.6332,2010.0,3269037.859375,21590.3489548436,192.0,10,2010,Mop-up (Extinguishing Hot Spots),Powerline
1791,2019,CA,LRA,LDF,BARHAM,00000845,2019-11-09 00:00:00+00:00,2019-11-10 00:00:00+00:00,14.0,4.0,1.0,72.63429,2010.0,430190.96484375,5393.34937929385,24.0,11,2010,Backburning (Controlled Burns),Unknown
1792,2019,CA,USF,LPF,CAVE,00002908,2019-11-25 00:00:00+00:00,2019-12-14 00:00:00+00:00,7.0,1.0,1.0,2597.293,2010.0,15508726.171875,58908.296722205,456.0,11,2010,Direct Attack (Hand Crews & Tools),Arson
1793,2019,CA,FWS,TNR,AGUA,00021198,2019-10-11 00:00:00+00:00,2019-10-12 00:00:00+00:00,8.0,1.0,1.0,31.12859,2010.0,178311.8203125,2528.12167353709,24.0,10,2010,Direct Attack (Hand Crews & Tools),Children
1795,2019,CA,FWS,KRR,REFUGE,01918282,2019-05-07 00:00:00+00:00,2019-05-09 00:00:00+00:00,2.0,4.0,1.0,3283.456,2010.0,20195636.421875,29450.8226713625,48.0,5,2010,Backburning (Controlled Burns),Equipment Use
1799,2019,CA,FWS,DLR,DELEVAN T28,00000369,2019-08-05 00:00:00+00:00,2019-08-06 00:00:00+00:00,2.0,4.0,1.0,1.919023,2010.0,12986.00390625,427.209364318796,24.0,8,2010,Backburning (Controlled Burns),Equipment Use
1801,2019,CA,FWS,MDR,HEADQUARTERS,00000444,2019-07-17 00:00:00+00:00,2019-07-19 00:00:00+00:00,14.0,4.0,1.0,34.12664,2010.0,245977.19140625,2345.82338677652,48.0,7,2010,Backburning (Controlled Burns),Unknown
1802,2019,CA,USF,MDF,TUCKER,00000509,2019-07-28 00:00:00+00:00,2019-09-16 00:00:00+00:00,9.0,4.0,1.0,14142.41,2010.0,103073147.164062,79831.9830034312,1200.0,7,2010,Backburning (Controlled Burns),Miscellaneous
1804,2018,CA,CCO,SBC,WASIOJA,00006679,2018-05-20 00:00:00+00:00,2018-05-22 00:00:00+00:00,11.0,1.0,1.0,189.5374,2010.0,1144194.5390625,5519.22012341427,48.0,5,2010,Direct Attack (Hand Crews & Tools),Powerline
1809,2018,CA,CDF,AEU,IRISH,00018720,2018-07-06 00:00:00+00:00,2018-07-10 00:00:00+00:00,2.0,1.0,1.0,824.9778,2010.0,5446687.15625,16097.7773457819,96.0,7,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1810,2018,CA,CDF,AEU,BUMPER,00021760,2018-08-01 00:00:00+00:00,2018-08-03 00:00:00+00:00,14.0,1.0,1.0,66.73654,2010.0,443317.92578125,3477.05924284594,48.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
1811,2018,CA,CDF,AEU,OMEGA,00021770,2018-08-01 00:00:00+00:00,2018-08-02 00:00:00+00:00,14.0,1.0,1.0,66.69245,2010.0,445327.421875,4037.87554769579,24.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
1812,2018,CA,CDF,AEU,MYERS,00027442,2018-09-20 00:00:00+00:00,2018-09-22 00:00:00+00:00,14.0,1.0,1.0,10.13181,2010.0,67497.76171875,1208.16039276174,48.0,9,2010,Direct Attack (Hand Crews & Tools),Unknown
1813,2018,CA,CDF,AEU,SLIGER,00025665,2018-09-04 00:00:00+00:00,2018-09-07 00:00:00+00:00,14.0,1.0,1.0,134.9016,2010.0,904111.1953125,4142.71714620243,72.0,9,2010,Direct Attack (Hand Crews & Tools),Unknown
1814,2018,CA,CDF,AEU,DUTCH,00021825,2018-08-02 00:00:00+00:00,2018-08-05 00:00:00+00:00,14.0,1.0,1.0,197.5548,2010.0,1317659.8984375,5604.48399068825,72.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
1815,2018,CA,CDF,BDU,MOFFAT,00005618,2018-04-19 00:00:00+00:00,2018-04-23 00:00:00+00:00,4.0,2.0,1.0,1253.925,2010.0,7904706.43359375,24309.4355784876,96.0,4,2010,Indirect Attack (Firebreaks & Barriers),Campfire
1816,2018,CA,CDF,BDU,PLEASANT,00002752,2018-02-18 00:00:00+00:00,2018-02-25 00:00:00+00:00,7.0,2.0,1.0,2075.696,2010.0,13337374.8867188,46746.6499194657,168.0,2,2010,Indirect Attack (Firebreaks & Barriers),Arson
1817,2018,CA,CDF,BTU,STONEY,00010359,2018-07-12 00:00:00+00:00,2018-09-07 00:00:00+00:00,14.0,2.0,1.0,954.6071,2010.0,6548695.92578125,12410.2445482382,1368.0,7,2010,Indirect Attack (Firebreaks & Barriers),Unknown
1818,2018,CA,CDF,BTU,JUNES,00016272,2018-10-30 00:00:00+00:00,2018-11-12 00:00:00+00:00,5.0,6.0,1.0,450.773,2010.0,3055275.73828125,12755.1784549627,312.0,10,2010,Natural Barriers (Using Terrain Features),Debris Burning
1819,2018,CA,CDF,BTU,CAMP,00016737,2018-11-08 00:00:00+00:00,2018-11-26 00:00:00+00:00,11.0,1.0,1.0,153335.6,2010.0,1051100904.31641,405925.630140314,432.0,11,2010,Direct Attack (Hand Crews & Tools),Powerline
1820,2018,CA,CDF,CZU,RINCON,00007586,2018-11-03 00:00:00+00:00,2018-11-09 00:00:00+00:00,14.0,1.0,1.0,15.64786,2010.0,99500.453125,1559.65188864833,144.0,11,2010,Direct Attack (Hand Crews & Tools),Unknown
1823,2018,CA,CDF,FKU,ANCHOR,00009250,2018-06-27 00:00:00+00:00,2018-06-29 00:00:00+00:00,7.0,1.0,1.0,78.95502,2010.0,497952.41015625,3434.58707930423,48.0,6,2010,Direct Attack (Hand Crews & Tools),Arson
1825,2018,CA,CDF,FKU,COBBLE,00007366,2018-05-26 00:00:00+00:00,2018-05-27 00:00:00+00:00,2.0,1.0,1.0,108.4346,2010.0,684996.453125,5476.16804009643,24.0,5,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1830,2018,CA,CDF,FKU,LAKE,00007651,2018-05-30 00:00:00+00:00,2018-06-01 00:00:00+00:00,2.0,1.0,1.0,4.022202,2010.0,25478.1640625,773.316143603013,48.0,5,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1832,2018,CA,CDF,FKU,SYCAMORE,00008786,2018-06-18 00:00:00+00:00,2018-06-19 00:00:00+00:00,14.0,1.0,1.0,10.56412,2010.0,67108.875,1161.19347747001,24.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
1836,2018,CA,CDF,FKU,EDISON,00016205,2018-11-04 00:00:00+00:00,2018-11-07 00:00:00+00:00,18.0,1.0,1.0,41.26192,2010.0,263393.59375,2156.81077608345,72.0,11,2010,Direct Attack (Hand Crews & Tools),Miscellaneous Human Causes
1837,2018,CA,CDF,LMU,3-10 VALLEY,00003638,2018-07-15 00:00:00+00:00,2018-07-18 00:00:00+00:00,1.0,1.0,1.0,57.03822,2010.0,404834.84375,3140.73982970498,72.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
1838,2018,CA,CDF,LMU,3-13 MUCK,00003644,2018-07-15 00:00:00+00:00,2018-07-20 00:00:00+00:00,1.0,1.0,1.0,9.685986,2010.0,68897.5234375,1349.11555798772,120.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
1839,2018,CA,CDF,LMU,3-16 PIT,00003651,2018-07-15 00:00:00+00:00,2018-07-21 00:00:00+00:00,1.0,1.0,1.0,76.45523,2010.0,543015.5859375,3225.82624196713,144.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
1840,2018,CA,CDF,LMU,3-18 SNAG,00003654,2018-07-15 00:00:00+00:00,2018-07-22 00:00:00+00:00,1.0,1.0,1.0,30.36902,2010.0,216331.87109375,2640.10723047582,168.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
1841,2018,CA,CDF,LMU,COPPER,00005077,2018-09-22 00:00:00+00:00,2018-09-28 00:00:00+00:00,7.0,1.0,1.0,52.65708,2010.0,367390.16796875,5004.83830244174,144.0,9,2010,Direct Attack (Hand Crews & Tools),Arson
1842,2018,CA,CDF,LMU,HYATT,00003203,2018-06-27 00:00:00+00:00,2018-06-29 00:00:00+00:00,8.0,1.0,1.0,431.5368,2010.0,3007844.71875,11098.8820738793,48.0,6,2010,Direct Attack (Hand Crews & Tools),Children
1843,2018,CA,CDF,LMU,RICE,00004692,2018-09-04 00:00:00+00:00,2018-09-08 00:00:00+00:00,14.0,1.0,1.0,13.49836,2010.0,94289.54296875,1297.99677097042,96.0,9,2010,Direct Attack (Hand Crews & Tools),Unknown
1845,2018,CA,CDF,LMU,COYOTE,00003593,2018-07-14 00:00:00+00:00,2018-07-19 00:00:00+00:00,1.0,1.0,1.0,15.42562,2010.0,109251.78125,1758.23002958493,120.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
1847,2018,CA,CDF,MMU,OAK,00019816,2018-09-22 00:00:00+00:00,2018-09-29 00:00:00+00:00,8.0,1.0,1.0,359.3124,2010.0,2308491.44140625,12105.5433795625,168.0,9,2010,Direct Attack (Hand Crews & Tools),Children
1849,2018,CA,CDF,MMU,ONEALS,00011264,2018-06-04 00:00:00+00:00,2018-06-07 00:00:00+00:00,2.0,1.0,1.0,432.8582,2010.0,2758967.74609375,6690.05980020606,72.0,6,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1850,2018,CA,CDF,MMU,BOYER,00012096,2018-06-15 00:00:00+00:00,2018-06-16 00:00:00+00:00,2.0,1.0,1.0,52.851,2010.0,340216.453125,4580.37351330651,24.0,6,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1851,2018,CA,CDF,MMU,WHEELER,00012311,2018-06-18 00:00:00+00:00,2018-06-20 00:00:00+00:00,14.0,1.0,1.0,124.7975,2010.0,807963.50390625,4410.72702187753,48.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
1852,2018,CA,CDF,MMU,WAGNER,00016004,2018-08-04 00:00:00+00:00,2018-08-07 00:00:00+00:00,11.0,1.0,1.0,22.00858,2010.0,142559.05859375,1794.97587012776,72.0,8,2010,Direct Attack (Hand Crews & Tools),Powerline
1853,2018,CA,LRA,NEU,NELSON,00015344,2018-06-29 00:00:00+00:00,2018-07-03 00:00:00+00:00,14.0,1.0,1.0,30.20745,2010.0,201932.90625,2443.24665855932,96.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
1854,2018,CA,LRA,NEU,NICOLAUS,00015512,2018-07-01 00:00:00+00:00,2018-07-02 00:00:00+00:00,2.0,1.0,1.0,4.857596,2010.0,32500.01953125,723.742919374166,24.0,7,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1855,2018,CA,CDF,NEU,SPENCE,00015549,2018-07-01 00:00:00+00:00,2018-07-06 00:00:00+00:00,9.0,1.0,1.0,22.57155,2010.0,152028.7109375,1650.86580971034,120.0,7,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1856,2018,CA,LRA,NEU,BASELINE,00015781,2018-07-03 00:00:00+00:00,2018-07-04 00:00:00+00:00,14.0,1.0,1.0,19.92144,2010.0,132679.21484375,2555.2926170744,24.0,7,2010,Direct Attack (Hand Crews & Tools),Unknown
1857,2018,CA,LRA,NEU,RANCHO,00015334,2018-06-29 00:00:00+00:00,2018-06-30 00:00:00+00:00,14.0,1.0,1.0,22.12473,2010.0,148781.05078125,2364.39480225099,24.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
1859,2018,CA,LRA,NEU,SUNSET,00018479,2018-08-01 00:00:00+00:00,2018-08-03 00:00:00+00:00,14.0,1.0,1.0,692.5414,2010.0,4625605.75390625,11133.8841351174,48.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
1861,2018,CA,LRA,NEU,NEWTON,00018968,2018-08-06 00:00:00+00:00,2018-08-08 00:00:00+00:00,14.0,1.0,1.0,62.26523,2010.0,414874.53515625,3013.09180095447,48.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
1862,2018,CA,LRA,NEU,BUTTE,00018412,2018-07-31 00:00:00+00:00,2018-08-02 00:00:00+00:00,14.0,1.0,1.0,1237.57,2010.0,8349873.21484375,15915.5146924746,48.0,7,2010,Direct Attack (Hand Crews & Tools),Unknown
1866,2018,CA,CDF,NEU,RIDGE,00015440,2018-06-30 00:00:00+00:00,2018-07-02 00:00:00+00:00,2.0,1.0,1.0,4.950163,2010.0,33093.1328125,860.018946543069,48.0,6,2010,Direct Attack (Hand Crews & Tools),Equipment Use
1867,2018,CA,CDF,SCU,TESLA,00004605,2018-06-29 00:00:00+00:00,2018-06-30 00:00:00+00:00,14.0,2.0,1.0,70.0204,2010.0,452773.3828125,3025.45684371755,24.0,6,2010,Indirect Attack (Firebreaks & Barriers),Unknown
1868,2018,CA,CDF,SCU,COUNTRY,00005218,2018-07-22 00:00:00+00:00,2018-10-25 00:00:00+00:00,14.0,2.0,1.0,321.4045,2010.0,2068501.27734375,8902.5074755499,2280.0,7,2010,Indirect Attack (Firebreaks & Barriers),Unknown
1870,2018,CA,CDF,SCU,MARSH,00005274,2018-07-26 00:00:00+00:00,2018-08-04 00:00:00+00:00,14.0,1.0,1.0,247.0501,2010.0,1607807.67578125,6955.59562524988,216.0,7,2010,Direct Attack (Hand Crews & Tools),Unknown
1872,2018,CA,CDF,SHU,HAT ,00008470,2018-08-09 00:00:00+00:00,2018-08-12 00:00:00+00:00,9.0,1.0,1.0,1769.335,2010.0,12582511.421875,26619.4253558603,72.0,8,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
1873,2018,CA,CDF,SHU,FLAT,00006744,2018-06-28 00:00:00+00:00,2018-06-30 00:00:00+00:00,14.0,1.0,1.0,129.755,2010.0,911141.953125,5546.40437628009,48.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
1875,2018,CA,CDF,SHU,GORGE ,00008796,2018-08-19 00:00:00+00:00,2019-08-19 00:00:00+00:00,14.0,2.0,1.0,154.5624,2010.0,1078021.81640625,4874.89292354969,8760.0,8,2010,Indirect Attack (Firebreaks & Barriers),Unknown
1877,2018,CA,CDF,SHU,CARR ,00007808,2018-07-23 00:00:00+00:00,2018-09-01 00:00:00+00:00,10.0,1.0,1.0,229651.4,2010.0,1618694608.19531,515058.517709608,960.0,7,2010,Direct Attack (Hand Crews & Tools),Fireworks
1878,2018,CA,CDF,SHU,CREEK,00006565,2018-06-24 00:00:00+00:00,2018-06-26 00:00:00+00:00,7.0,1.0,1.0,71.65475,2010.0,502088.65234375,3719.10248314419,48.0,6,2010,Direct Attack (Hand Crews & Tools),Arson
1880,2018,CA,CDF,SHU,DUMP,00006586,2018-06-24 00:00:00+00:00,2018-06-27 00:00:00+00:00,7.0,1.0,1.0,1220.089,2010.0,8544856.31640625,16247.2678541151,72.0,6,2010,Direct Attack (Hand Crews & Tools),Arson
1881,2018,CA,CDF,SHU,PANTHER ,00006589,2018-06-24 00:00:00+00:00,2018-06-27 00:00:00+00:00,7.0,1.0,1.0,386.1122,2010.0,2701380.26953125,10610.6176982446,72.0,6,2010,Direct Attack (Hand Crews & Tools),Arson
1892,2018,CA,CDF,TUU,RIVER_7,00000389,2018-08-15 00:00:00+00:00,2018-08-18 00:00:00+00:00,14.0,1.0,1.0,496.1956,2010.0,3058383.78515625,9785.77760020435,72.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
1893,2018,CA,CDF,HUU,JOHNSON,00006030,2018-07-15 00:00:00+00:00,2018-07-16 00:00:00+00:00,7.0,1.0,1.0,15.26755,2010.0,109649.765625,2241.34597573821,24.0,7,2010,Direct Attack (Hand Crews & Tools),Arson
1899,2018,CA,CDF,MVU,VISTA,00008333,2018-06-05 00:00:00+00:00,2018-06-06 00:00:00+00:00,14.0,1.0,1.0,12.10395,2010.0,70484.22265625,1577.45039089369,24.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
1900,2018,CA,CDF,MVU,ROCK 5,00011272,2018-07-28 00:00:00+00:00,2018-08-02 00:00:00+00:00,14.0,1.0,1.0,206.2568,2010.0,1201319.15625,8105.12095752616,120.0,7,2010,Direct Attack (Hand Crews & Tools),Unknown
1901,2018,CA,CDF,MVU,RECYCLE,00008372,2018-06-06 00:00:00+00:00,2018-06-10 00:00:00+00:00,4.0,1.0,1.0,248.3807,2010.0,1421980.11328125,7500.28415072264,96.0,6,2010,Direct Attack (Hand Crews & Tools),Campfire
1903,2018,CA,CDF,MVU,AGUA,00007622,2018-05-22 00:00:00+00:00,2018-05-24 00:00:00+00:00,14.0,1.0,1.0,59.08208,2010.0,343675.765625,4014.79628808643,48.0,5,2010,Direct Attack (Hand Crews & Tools),Unknown
