OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,DECADES,Shape__Area,Shape__Length,Containment_Duration,Month,Decade,C_METHOD_DESCRIPTION,CAUSE_DESCRIPTION
4301,2012,CA,CDF,RRU,TAFFLE,00078183,2012-08-09 00:00:00+00:00,2012-08-10 00:00:00+00:00,5.0,1.0,1.0,4.751993,2010.0,27809.84765625,1026.88581767523,24.0,8,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4302,2012,CA,CDF,RRU,TAFFLE,00078183,2012-08-09 00:00:00+00:00,2012-08-10 00:00:00+00:00,5.0,1.0,1.0,0.2373483,2010.0,1389.05078125,181.263510752605,24.0,8,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4303,2012,CA,CDF,RRU,VISTA,00082309,2012-08-20 00:00:00+00:00,2012-08-21 00:00:00+00:00,2.0,1.0,1.0,402.8371,2010.0,2358700.7578125,8841.83488551565,24.0,8,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4304,2012,CA,CDF,RRU,VOLCANO,00075254,2012-08-01 00:00:00+00:00,2012-08-05 00:00:00+00:00,2.0,2.0,1.0,309.349,2010.0,1806777.94921875,8152.92552598112,96.0,8,2010,Indirect Attack (Firebreaks & Barriers),Equipment Use
4306,2012,CA,USF,SHF,BAGLEY,00002744,2012-08-18 00:00:00+00:00,2012-10-29 00:00:00+00:00,1.0,8.0,1.0,46040.15,2010.0,327793840.890625,117009.570731931,1728.0,8,2010,Fire Shelter Deployment (Emergency Only),Lightning
4307,2012,CA,USF,SHF,COAL,00002999,2012-09-21 00:00:00+00:00,2012-10-27 00:00:00+00:00,9.0,8.0,1.0,268.6776,2010.0,1900702.9921875,6134.09442053509,864.0,9,2010,Fire Shelter Deployment (Emergency Only),Miscellaneous
4308,2012,CA,USF,SHF,FLAT,00002290,2012-07-11 00:00:00+00:00,2012-11-26 00:00:00+00:00,10.0,3.0,1.0,1720.212,2010.0,12158142.6875,18722.4945005707,3312.0,7,2010,Aerial Suppression (Planes & Helicopters),Fireworks
4309,2012,CA,USF,SHF,HAPPY,00002895,2012-09-05 00:00:00+00:00,2012-10-02 00:00:00+00:00,9.0,3.0,1.0,74.9549,2010.0,525458.89453125,4205.79721928062,648.0,9,2010,Aerial Suppression (Planes & Helicopters),Miscellaneous
4310,2012,CA,USF,SHF,LAKE,00003091,2012-10-03 00:00:00+00:00,2012-10-26 00:00:00+00:00,9.0,8.0,1.0,9.714417,2010.0,68870.28125,1508.11941816455,552.0,10,2010,Fire Shelter Deployment (Emergency Only),Miscellaneous
4311,2012,CA,USF,SHF,LOMA,00002814,2012-08-26 00:00:00+00:00,2012-09-18 00:00:00+00:00,10.0,8.0,1.0,71.32693,2010.0,504148.07421875,3038.93804045843,552.0,8,2010,Fire Shelter Deployment (Emergency Only),Fireworks
4312,2012,CA,USF,SHF,PARK,00002579,2012-08-05 00:00:00+00:00,2012-08-13 00:00:00+00:00,9.0,8.0,1.0,15.28892,2010.0,110129.44921875,2538.00297982818,192.0,8,2010,Fire Shelter Deployment (Emergency Only),Miscellaneous
4313,2012,CA,USF,SHF,SALT CREEK,00002521,2012-08-01 00:00:00+00:00,2012-09-26 00:00:00+00:00,9.0,8.0,1.0,982.1165,2010.0,6951544.9296875,13774.0318258346,1344.0,8,2010,Fire Shelter Deployment (Emergency Only),Miscellaneous
4314,2012,CA,USF,SHF,STAFFORD,00002894,2012-09-05 00:00:00+00:00,2012-09-13 00:00:00+00:00,9.0,8.0,1.0,4406.525,2010.0,30911695.3632812,37938.7857394778,192.0,9,2010,Fire Shelter Deployment (Emergency Only),Miscellaneous
4315,2012,CA,USF,SHF,WARD,00002922,2012-09-11 00:00:00+00:00,2012-10-24 00:00:00+00:00,9.0,8.0,1.0,551.6505,2010.0,3932098.38671875,10831.3784818255,1032.0,9,2010,Fire Shelter Deployment (Emergency Only),Miscellaneous
4317,2012,CA,CDF,SHU,DALE,00005135,2012-07-05 00:00:00+00:00,2012-07-07 00:00:00+00:00,11.0,7.0,1.0,1037.876,2010.0,7270062.0,14767.0706310658,48.0,7,2010,Mop-up (Extinguishing Hot Spots),Powerline
4320,2012,CA,CDF,SHU,POWER,00007158,2012-09-01 00:00:00+00:00,2012-09-04 00:00:00+00:00,9.0,1.0,1.0,247.864,2010.0,1756688.75390625,7215.5354756886,72.0,9,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4334,2012,CA,CDF,SKU,OAK,00004338,2012-06-28 00:00:00+00:00,2012-07-02 00:00:00+00:00,5.0,1.0,1.0,192.0436,2010.0,1392501.28515625,6433.2128955681,96.0,6,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4345,2012,CA,CDF,SLU,CALF,00005716,2012-07-16 00:00:00+00:00,2012-07-18 00:00:00+00:00,2.0,7.0,1.0,616.9758,2010.0,3765755.78125,11577.2642529192,48.0,7,2010,Mop-up (Extinguishing Hot Spots),Equipment Use
4348,2012,CA,USF,SNF,BEAR,00001940,2012-08-06 00:00:00+00:00,2012-09-29 00:00:00+00:00,1.0,2.0,1.0,717.9003,2010.0,4602807.453125,12178.2087801892,1296.0,8,2010,Indirect Attack (Firebreaks & Barriers),Lightning
4349,2012,CA,USF,SNF,CHINA,00000008,2012-06-19 00:00:00+00:00,2012-06-28 00:00:00+00:00,4.0,1.0,1.0,10.14638,2010.0,65426.01171875,1598.94712711367,216.0,6,2010,Direct Attack (Hand Crews & Tools),Campfire
4350,2012,CA,USF,SNF,COW,00000032,2012-08-05 00:00:00+00:00,2012-08-10 00:00:00+00:00,1.0,6.0,1.0,10.86877,2010.0,69890.01171875,1169.56599661786,120.0,8,2010,Natural Barriers (Using Terrain Features),Lightning
4353,2012,CA,USF,SQF,GEORGE,00001384,2012-06-01 00:00:00+00:00,2012-06-17 00:00:00+00:00,7.0,7.0,1.0,1707.585,2010.0,10623870.6132812,32825.8921742041,384.0,6,2010,Mop-up (Extinguishing Hot Spots),Arson
4354,2012,CA,USF,SQF,GULCH,00001644,2012-06-19 00:00:00+00:00,2012-06-24 00:00:00+00:00,9.0,3.0,1.0,385.1862,2010.0,2366668.4296875,8103.11128119286,120.0,6,2010,Aerial Suppression (Planes & Helicopters),Miscellaneous
4355,2012,CA,USF,SQF,HEALD ,00002470,2012-08-04 00:00:00+00:00,2012-08-11 00:00:00+00:00,1.0,7.0,1.0,330.9691,2010.0,2029622.0234375,6361.31419460144,168.0,8,2010,Mop-up (Extinguishing Hot Spots),Lightning
4357,2012,CA,USF,SQF,WOOLSTAFF,00002568,2012-08-10 00:00:00+00:00,2012-08-11 00:00:00+00:00,1.0,6.0,1.0,10.17154,2010.0,62276.84765625,1136.48258719994,24.0,8,2010,Natural Barriers (Using Terrain Features),Lightning
4358,2012,CA,USF,SRF,RUTH DAM,00000982,2012-07-08 00:00:00+00:00,2012-07-16 00:00:00+00:00,9.0,1.0,1.0,20.7737,2010.0,144971.4453125,2790.74107508912,192.0,7,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4359,2012,CA,USF,SRF,SWIM,00001436,2012-08-18 00:00:00+00:00,2012-09-01 00:00:00+00:00,1.0,1.0,1.0,12.80291,2010.0,88790.90625,1095.12517559563,336.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
4360,2012,CA,USF,STF,DEER,00000003,2012-01-13 00:00:00+00:00,2012-01-14 00:00:00+00:00,5.0,7.0,1.0,10.26912,2010.0,66584.06640625,1295.03754191709,24.0,1,2010,Mop-up (Extinguishing Hot Spots),Debris Burning
4361,2012,CA,USF,STF,DONNELL ,00000055,2012-10-06 00:00:00+00:00,2012-10-07 00:00:00+00:00,9.0,1.0,1.0,27.06427,2010.0,178386.78515625,3012.91754139074,24.0,10,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4362,2012,CA,USF,STF,RAMSEY,00002954,2012-08-11 00:00:00+00:00,2012-08-27 00:00:00+00:00,4.0,7.0,1.0,1136.776,2010.0,7500877.53515625,15450.3871668583,384.0,8,2010,Mop-up (Extinguishing Hot Spots),Campfire
4363,2012,CA,USF,STF,SOURGRASS ,00000026,2012-08-04 00:00:00+00:00,2012-08-05 00:00:00+00:00,1.0,1.0,1.0,9.016233,2010.0,59215.5703125,1524.95628240085,24.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
4365,2012,CA,USF,STF,WHEATS ,00002863,2012-08-04 00:00:00+00:00,2012-08-10 00:00:00+00:00,1.0,7.0,1.0,180.1102,2010.0,1188453.09375,11576.9988853117,144.0,8,2010,Mop-up (Extinguishing Hot Spots),Lightning
4366,2012,CA,CDF,TCU,ARMARIO,00007291,2012-08-07 00:00:00+00:00,2012-08-11 00:00:00+00:00,2.0,1.0,1.0,27.80452,2010.0,181370.015625,4042.35105074437,96.0,8,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4367,2012,CA,CDF,TCU,GOPHER,00006725,2012-07-23 00:00:00+00:00,2012-07-26 00:00:00+00:00,1.0,1.0,1.0,70.34376,2010.0,457920.125,4704.22519496961,72.0,7,2010,Direct Attack (Hand Crews & Tools),Lightning
4368,2012,CA,CDF,TCU,GRAHAM,00006808,2012-07-25 00:00:00+00:00,2012-08-01 00:00:00+00:00,2.0,8.0,1.0,64.3606,2010.0,418875.08203125,4310.56771843182,168.0,7,2010,Fire Shelter Deployment (Emergency Only),Equipment Use
4369,2012,CA,CDF,TCU,HORSESHOE,00005502,2012-06-21 00:00:00+00:00,2012-06-23 00:00:00+00:00,14.0,1.0,1.0,95.56466,2010.0,623035.80078125,5527.53986649091,48.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
4371,2012,CA,CDF,TCU,PENN,00006809,2012-07-25 00:00:00+00:00,2012-08-01 00:00:00+00:00,2.0,1.0,1.0,134.2809,2010.0,879774.95703125,7923.52550534777,168.0,7,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4372,2012,CA,CDF,TCU,SEVEN,00006227,2012-07-10 00:00:00+00:00,2012-07-14 00:00:00+00:00,7.0,1.0,1.0,827.6981,2010.0,5363404.90625,18112.1636193934,96.0,7,2010,Direct Attack (Hand Crews & Tools),Arson
4373,2012,CA,CDF,TCU,SHELLY,00007441,2012-08-11 00:00:00+00:00,2012-08-12 00:00:00+00:00,2.0,1.0,1.0,45.99245,2010.0,301026.91015625,4063.86124654277,24.0,8,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4374,2012,CA,CDF,TGU,PONDEROSA,00006696,2012-08-18 00:00:00+00:00,2012-10-12 00:00:00+00:00,1.0,1.0,1.0,27670.38,2010.0,193418516.828125,102054.41297776,1320.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
4380,2012,OR,USF,FNF,BARRY POINT ,00120680,2012-08-06 00:00:00+00:00,2012-09-17 00:00:00+00:00,1.0,7.0,1.0,92944.53,2010.0,681902775.917969,249671.910051183,1008.0,8,2010,Mop-up (Extinguishing Hot Spots),Lightning
4382,2012,CA,FWS,SOR,ALAMO,,2011-08-20 00:00:00+00:00,2011-08-21 00:00:00+00:00,14.0,8.0,,30.27678,2010.0,175443.52734375,6231.52523253832,24.0,8,2010,Fire Shelter Deployment (Emergency Only),Unknown
4383,2012,CA,NPS,JTP,QUAIL,00011722,2012-08-12 00:00:00+00:00,2012-09-05 00:00:00+00:00,1.0,8.0,1.0,257.6587,2010.0,1519853.83203125,9859.6300805715,576.0,8,2010,Fire Shelter Deployment (Emergency Only),Lightning
4384,2012,CA,NPS,DVP,PASS,00011569,2012-08-10 00:00:00+00:00,2012-08-17 00:00:00+00:00,1.0,2.0,1.0,440.8306,2010.0,2769982.7734375,7608.20065685415,168.0,8,2010,Indirect Attack (Firebreaks & Barriers),Lightning
4385,2012,CA,NPS,DVP,SOUTH,00011569,2012-08-10 00:00:00+00:00,2012-08-13 00:00:00+00:00,1.0,2.0,1.0,8.680425,2010.0,54499.39453125,1146.84739381913,72.0,8,2010,Indirect Attack (Firebreaks & Barriers),Lightning
4386,2012,CA,NPS,LNP,READING,00003115,2012-07-23 00:00:00+00:00,2012-11-13 00:00:00+00:00,14.0,8.0,1.0,28073.2,2010.0,197002140.480469,86000.4949438729,2712.0,7,2010,Fire Shelter Deployment (Emergency Only),Unknown
4387,2012,CA,NPS,KNP,WOODS CREEK,00000072,2012-07-15 00:00:00+00:00,2012-10-17 00:00:00+00:00,14.0,2.0,1.0,324.3438,2010.0,2055093.9296875,8256.87165127977,2256.0,7,2010,Indirect Attack (Firebreaks & Barriers),Unknown
4388,2012,CA,NPS,YNP,CASCADE,00001473,2012-06-16 00:00:00+00:00,2012-11-09 00:00:00+00:00,1.0,2.0,2.0,1704.926,2010.0,11062391.53125,19298.8984360238,3504.0,6,2010,Indirect Attack (Firebreaks & Barriers),Lightning
4389,2012,CA,USF,KNF,HELLO,00005659,2012-08-05 00:00:00+00:00,2012-10-01 00:00:00+00:00,1.0,7.0,1.0,977.025,2010.0,7155969.3046875,11528.7285018658,1368.0,8,2010,Mop-up (Extinguishing Hot Spots),Lightning
4394,2011,CA,USF,ANF,MINT,00004967,2011-09-17 00:00:00+00:00,2011-09-19 00:00:00+00:00,9.0,2.0,1.0,601.9916,2010.0,3600745.3984375,8952.76160053135,48.0,9,2010,Indirect Attack (Firebreaks & Barriers),Miscellaneous
4398,2011,CA,BLM,BBD,58 COMPLEX,00002605,2011-08-03 00:00:00+00:00,2011-08-04 00:00:00+00:00,11.0,1.0,1.0,674.2451,2010.0,4104856.37890625,17018.6511335721,24.0,8,2010,Direct Attack (Hand Crews & Tools),Powerline
4399,2011,CA,BLM,BBD,BUCKEYE,00000994,2011-09-25 00:00:00+00:00,2011-10-02 00:00:00+00:00,1.0,1.0,1.0,1045.609,2010.0,6872126.3359375,16617.1067093904,168.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
4402,2011,CA,BLM,BBD,KEY,00001459,2011-06-05 00:00:00+00:00,2011-06-07 00:00:00+00:00,14.0,2.0,1.0,151.0212,2010.0,927274.984375,6498.68203341624,48.0,6,2010,Indirect Attack (Firebreaks & Barriers),Unknown
4403,2011,CA,BLM,BBD,PEAK,00024279,2011-08-09 00:00:00+00:00,2011-08-11 00:00:00+00:00,14.0,1.0,1.0,120.4073,2010.0,735296.63671875,4256.60020696228,48.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
4406,2011,CA,BLM,BBD,UNKNOWN,,2011-09-10 00:00:00+00:00,2011-09-16 00:00:00+00:00,1.0,1.0,1.0,182.72,2010.0,1102732.671875,6532.65478504228,144.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
4408,2011,CA,USF,BDF,DEEP,00000035,2011-07-30 00:00:00+00:00,2011-08-01 00:00:00+00:00,1.0,7.0,1.0,25.70178,2010.0,152957.5,2438.25897319837,48.0,7,2010,Mop-up (Extinguishing Hot Spots),Lightning
4412,2011,CA,USF,BDF,KEN,00012349,2011-08-22 00:00:00+00:00,2011-08-23 00:00:00+00:00,2.0,1.0,1.0,322.3915,2010.0,1914310.2265625,8970.18333461235,24.0,8,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4414,2011,CA,USF,BDF,MOMYER,,2011-05-08 00:00:00+00:00,2011-05-20 00:00:00+00:00,9.0,1.0,1.0,54.85623,2010.0,324609.54296875,4767.68539259623,288.0,5,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4415,2011,CA,USF,BDF,PALM,00013191,2011-09-08 00:00:00+00:00,2011-09-09 00:00:00+00:00,2.0,1.0,1.0,18.34982,2010.0,107731.80078125,2024.91200340825,24.0,9,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4418,2011,CA,CDF,BDU,BOWEN,00006218,2011-06-09 00:00:00+00:00,2011-06-10 00:00:00+00:00,14.0,1.0,1.0,294.4362,2010.0,1753553.76953125,8191.85032333618,24.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
4419,2011,CA,CDF,BDU,CENTER,00002915,2011-03-18 00:00:00+00:00,2011-03-20 00:00:00+00:00,14.0,1.0,1.0,440.6908,2010.0,2813239.23046875,15962.8824632002,48.0,3,2010,Direct Attack (Hand Crews & Tools),Unknown
4420,2011,CA,CDF,BDU,FLORIDA,00009761,2011-08-28 00:00:00+00:00,2011-08-30 00:00:00+00:00,14.0,1.0,1.0,67.3874,2010.0,398635.26171875,3746.44096235881,48.0,8,2010,Direct Attack (Hand Crews & Tools),Unknown
4421,2011,CA,CDF,BDU,JOHN,00010475,2011-09-13 00:00:00+00:00,2011-09-16 00:00:00+00:00,14.0,1.0,1.0,5799.841,2010.0,36981655.828125,25623.9012999987,72.0,9,2010,Direct Attack (Hand Crews & Tools),Unknown
4422,2011,CA,CDF,BDU,ROUNDUP,00005882,2011-06-01 00:00:00+00:00,2011-06-02 00:00:00+00:00,14.0,1.0,1.0,143.4112,2010.0,854453.75390625,5770.97086307566,24.0,6,2010,Direct Attack (Hand Crews & Tools),Unknown
4423,2011,CA,CDF,BDU,WINTERTON,00002312,2011-03-02 00:00:00+00:00,2011-03-10 00:00:00+00:00,18.0,1.0,1.0,908.4495,2010.0,5759529.0546875,11787.844070444,192.0,3,2010,Direct Attack (Hand Crews & Tools),Miscellaneous Human Causes
4425,2011,CA,CDF,BEU,ARGYLE,00002956,2011-08-27 00:00:00+00:00,2011-08-29 00:00:00+00:00,4.0,7.0,1.0,134.7687,2010.0,835607.265625,4377.59031284962,48.0,8,2010,Mop-up (Extinguishing Hot Spots),Campfire
4432,2011,CA,CDF,BEU,MUSTANG,00004232,2011-11-30 00:00:00+00:00,2011-12-01 00:00:00+00:00,11.0,1.0,1.0,16.16243,2010.0,100612.09375,3342.6715015457,24.0,11,2010,Direct Attack (Hand Crews & Tools),Powerline
4435,2011,CA,CDF,BEU,RELIZ,00002787,2011-08-16 00:00:00+00:00,2011-08-19 00:00:00+00:00,10.0,2.0,1.0,215.6143,2010.0,1341677.1640625,7725.86796586148,72.0,8,2010,Indirect Attack (Firebreaks & Barriers),Fireworks
4446,2011,CA,CDF,BTU,DIXIE,00010040,2011-08-19 00:00:00+00:00,2011-08-23 00:00:00+00:00,11.0,1.0,1.0,11.46583,2010.0,78762.359375,1413.22489097248,96.0,8,2010,Direct Attack (Hand Crews & Tools),Powerline
4449,2011,CA,BLM,CDD,ABIGAIL,00008157,2011-05-21 00:00:00+00:00,2011-05-23 00:00:00+00:00,9.0,1.0,1.0,104.6856,2010.0,627599.93359375,6104.54680319181,48.0,5,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4450,2011,CA,BLM,CDD,CAHUILLA,00010839,2011-07-17 00:00:00+00:00,2011-07-18 00:00:00+00:00,9.0,1.0,1.0,97.54586,2010.0,583149.9296875,3724.86301756095,24.0,7,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4451,2011,CA,BLM,CDD,EL MIRAGE,00008545,2011-05-29 00:00:00+00:00,2011-05-31 00:00:00+00:00,9.0,1.0,1.0,138.5002,2010.0,830922.99609375,8337.74993017164,48.0,5,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4452,2011,CA,BLM,CDD,JAWBONE 2,00011383,2011-08-01 00:00:00+00:00,2011-08-03 00:00:00+00:00,1.0,1.0,1.0,170.0369,2010.0,1035489.5703125,7190.99551854048,48.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
4453,2011,CA,BLM,CDD,JOHNSON,00012216,2011-08-20 00:00:00+00:00,2011-08-22 00:00:00+00:00,9.0,1.0,1.0,179.29,2010.0,1072709.859375,7264.88547253834,48.0,8,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4454,2011,CA,BIA,CDD,LAGUNA,,2011-05-18 00:00:00+00:00,2011-05-23 00:00:00+00:00,14.0,8.0,1.0,730.8424,2010.0,4199821.82421875,19313.7665261596,120.0,5,2010,Fire Shelter Deployment (Emergency Only),Unknown
4455,2011,CA,BLM,CDD,QUAIL,00013812,2011-09-23 00:00:00+00:00,2011-09-26 00:00:00+00:00,14.0,1.0,1.0,138.65,2010.0,845941.85546875,3796.0539868575,72.0,9,2010,Direct Attack (Hand Crews & Tools),Unknown
4456,2011,CA,BLM,CDD,SPANISH TRAIL,00007680,2011-05-08 00:00:00+00:00,2011-05-09 00:00:00+00:00,5.0,1.0,1.0,73.9867,2010.0,457940.23828125,5698.07448126235,24.0,5,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4458,2011,CA,BLM,CDD,STODDARD 2,00011831,2011-08-11 00:00:00+00:00,2011-08-12 00:00:00+00:00,4.0,1.0,1.0,10.15544,2010.0,60861.4140625,1525.55023324088,24.0,8,2010,Direct Attack (Hand Crews & Tools),Campfire
4459,2011,CA,BLM,CDD,STODDARD 3,00013138,2011-10-01 00:00:00+00:00,2011-10-04 00:00:00+00:00,9.0,1.0,1.0,30.29758,2010.0,181852.80078125,2849.77320017023,72.0,10,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4460,2011,CA,BLM,CDD,TRONA,00008194,2011-05-21 00:00:00+00:00,2011-05-22 00:00:00+00:00,9.0,1.0,1.0,217.4034,2010.0,1327503.65625,11245.851645085,24.0,5,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4461,2011,CA,BLM,CDD,WINDY POINT,00013860,2011-09-24 00:00:00+00:00,2011-09-26 00:00:00+00:00,9.0,1.0,1.0,541.4962,2010.0,3186533.16015625,8188.83035031698,48.0,9,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4462,2011,CA,USF,CNF,RIDGE,00000042,2011-08-28 00:00:00+00:00,2011-09-02 00:00:00+00:00,1.0,1.0,1.0,141.8243,2010.0,813019.9921875,5817.62562954815,120.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
4463,2011,CA,USF,CNF,SAGE,00057530,2011-06-24 00:00:00+00:00,2011-06-25 00:00:00+00:00,10.0,1.0,1.0,64.58863,2010.0,376558.20703125,5387.39642238854,24.0,6,2010,Direct Attack (Hand Crews & Tools),Fireworks
4464,2011,CA,USF,CNF,TRILOGY,00050316,2011-06-02 00:00:00+00:00,2011-06-06 00:00:00+00:00,9.0,1.0,1.0,102.8208,2010.0,603478.07421875,4344.2313198983,96.0,6,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4467,2011,CA,USF,ENF,GIRARD,00028010,2011-12-01 00:00:00+00:00,2011-12-03 00:00:00+00:00,5.0,1.0,1.0,32.40136,2010.0,215723.6875,2512.32681184392,48.0,12,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4468,2011,CA,USF,ENF,GREYHORSE,00028013,2011-12-01 00:00:00+00:00,2011-12-02 00:00:00+00:00,5.0,1.0,1.0,13.08647,2010.0,87445.55078125,1836.59688301685,24.0,12,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4469,2011,CA,USF,ENF,LONG,00021563,2011-09-12 00:00:00+00:00,2011-10-05 00:00:00+00:00,1.0,1.0,1.0,482.9054,2010.0,3218470.71484375,10753.952662578,552.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
4470,2011,CA,USF,ENF,LONGJOHN,00027923,2011-11-30 00:00:00+00:00,2011-12-03 00:00:00+00:00,5.0,1.0,1.0,75.98407,2010.0,510175.28125,8244.9991644314,72.0,11,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4471,2011,CA,USF,ENF,MOSQUITO,,2011-12-04 00:00:00+00:00,2011-12-05 00:00:00+00:00,7.0,1.0,1.0,18.78683,2010.0,125572.375,1512.22895709347,24.0,12,2010,Direct Attack (Hand Crews & Tools),Arson
4473,2011,CA,USF,ENF,SALT,00028053,2011-12-01 00:00:00+00:00,2011-12-07 00:00:00+00:00,9.0,1.0,1.0,342.9043,2010.0,2267817.91015625,9631.18702486992,144.0,12,2010,Direct Attack (Hand Crews & Tools),Miscellaneous
4474,2011,CA,USF,ENF,SUGARLOAF,00028239,2011-12-03 00:00:00+00:00,2011-12-04 00:00:00+00:00,5.0,1.0,1.0,31.11736,2010.0,207265.83984375,2406.09794955635,24.0,12,2010,Direct Attack (Hand Crews & Tools),Debris Burning
4475,2011,CA,CDF,FKU,CANYON,00006772,2011-06-19 00:00:00+00:00,2011-06-20 00:00:00+00:00,2.0,1.0,1.0,162.7898,2010.0,1027613.48046875,4914.84169707898,24.0,6,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4478,2011,CA,CDF,FKU,HIGHWAY,00004726,2011-05-06 00:00:00+00:00,2011-05-07 00:00:00+00:00,2.0,1.0,1.0,114.5797,2010.0,714496.1796875,5222.18637348705,24.0,5,2010,Direct Attack (Hand Crews & Tools),Equipment Use
4488,2011,CA,CDF,HUU,ROWDY,00004199,2011-08-14 00:00:00+00:00,2011-08-16 00:00:00+00:00,18.0,6.0,1.0,20.65554,2010.0,151426.09375,1793.1599991046,48.0,8,2010,Natural Barriers (Using Terrain Features),Miscellaneous Human Causes
4489,2011,CA,CDF,HUU,SNOW,00006029,2011-11-01 00:00:00+00:00,2011-11-02 00:00:00+00:00,18.0,6.0,1.0,62.84015,2010.0,444364.5,2739.61628431096,24.0,11,2010,Natural Barriers (Using Terrain Features),Miscellaneous Human Causes
4490,2011,CA,CDF,HUU,SPANISH,00003190,2011-07-08 00:00:00+00:00,2011-07-11 00:00:00+00:00,2.0,7.0,1.0,523.9898,2010.0,3638494.1640625,11345.1092457319,72.0,7,2010,Mop-up (Extinguishing Hot Spots),Equipment Use
4491,2011,CA,CDF,HUU,YAGER,00006190,2011-11-10 00:00:00+00:00,2011-11-14 00:00:00+00:00,18.0,1.0,1.0,55.09675,2010.0,386875.6953125,3677.96809763828,96.0,11,2010,Direct Attack (Hand Crews & Tools),Miscellaneous Human Causes
4492,2011,CA,USF,INF,BUTTERMILK,00000444,2011-05-25 00:00:00+00:00,2011-05-28 00:00:00+00:00,4.0,8.0,1.0,206.3687,2010.0,1323247.515625,9864.06705384193,72.0,5,2010,Fire Shelter Deployment (Emergency Only),Campfire
4493,2011,CA,USF,KNF,KANGAROO,00009487,2011-12-25 00:00:00+00:00,2012-01-20 00:00:00+00:00,4.0,1.0,1.0,14.02203,2010.0,100777.1953125,2070.9849132647,624.0,12,2010,Direct Attack (Hand Crews & Tools),Campfire
4494,2011,CA,USF,KNF,ONION,00006061,2011-08-19 00:00:00+00:00,2011-10-11 00:00:00+00:00,1.0,1.0,1.0,561.7266,2010.0,4010788.43359375,10279.4145772169,1272.0,8,2010,Direct Attack (Hand Crews & Tools),Lightning
4495,2011,CA,CCO,KRN,65,01129619,2011-09-23 00:00:00+00:00,2011-09-24 00:00:00+00:00,1.0,1.0,1.0,2003.45,2010.0,12343043.2617188,22792.9076347085,24.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
4496,2011,CA,CCO,KRN,ANTELOPE,1117988,2011-06-19 00:00:00+00:00,2011-06-21 00:00:00+00:00,14.0,7.0,1.0,5068.753,2010.0,30984982.2773438,32885.4190348819,48.0,6,2010,Mop-up (Extinguishing Hot Spots),Unknown
4497,2011,CA,CCO,KRN,BAKER,01127910,2011-09-10 00:00:00+00:00,2011-09-14 00:00:00+00:00,1.0,7.0,1.0,1711.335,2010.0,10432032.40625,20841.4393293279,96.0,9,2010,Mop-up (Extinguishing Hot Spots),Lightning
4498,2011,CA,CCO,KRN,BLACK,01127912,2011-09-10 00:00:00+00:00,2011-09-14 00:00:00+00:00,1.0,1.0,1.0,2577.548,2010.0,15650173.4609375,18386.3875334163,96.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
4499,2011,CA,CCO,KRN,BLUE,01128019,2011-09-10 00:00:00+00:00,2011-09-11 00:00:00+00:00,1.0,1.0,1.0,561.4402,2010.0,3458284.01171875,9813.24275078765,24.0,9,2010,Direct Attack (Hand Crews & Tools),Lightning
